FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,PARKNG_POSBL_AT,UTILIIZA_PRC_CN,PET_POSBL_AT,PET_INFO_CN,ENTRN_POSBL_PET_SIZE_VALUE,PET_LMTT_MTR_CN,IN_PLACE_ACP_POSBL_AT,OUT_PLACE_ACP_POSBL_AT,FCLTY_INFO_DC,PET_ACP_ADIT_CHRGE_VALUE,LAST_UPDT_DE
24시 서울 탑 동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신정동,,1182-11 번지,중앙로,237,37.51774297,126.853643,8073,서울특별시 양천구 중앙로 237,서울특별시 양천구 신정동 1182-11,(022) 601-8875,https://blog.naver.com/animalhospital-,연중무휴,매일 09:00~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 서울YES동물병원,반려동물업,반려의료,동물병원,경기도,용인시 수지구,죽전동,,1174-1 번지,현암로,81,37.33174883,127.118347,16875,경기도 용인시 수지구 현암로 81,경기도 용인시 수지구 죽전동 1174-1,(031) 272-1313,https://www.seoulyes24.com/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 성심동물메디컬센터,반려동물업,반려의료,동물병원,대전광역시,유성구,봉명동,,548-11 번지,계룡로,131,36.35306883,127.345317,34187,대전광역시 유성구 계룡로 131,대전광역시 유성구 봉명동 548-11,(042) 719-7566,https://blog.naver.com/samc7566,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 센텀동물메디컬센터 연산점,반려동물업,반려의료,동물병원,부산광역시,연제구,연산동,,702-10 번지,중앙대로,1084,35.18442734,129.080855,47596,부산광역시 연제구 중앙대로 1084,부산광역시 연제구 연산동 702-10,(051) 711-8253,https://camc24.com/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 소래동물병원,반려동물업,반려의료,동물병원,인천광역시,남동구,논현동,,751-1 번지,소래역남로16번길,75,37.40010792,126.733313,21674,인천광역시 남동구 소래역남로16번길 75,인천광역시 남동구 논현동 751-1,(032) 438-3227,http://soraeah.co.kr/index.php,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 송도힐 동물메디컬센터,반려동물업,반려의료,동물병원,인천광역시,연수구,송도동,,2-3 번지,컨벤시아대로,55,37.39661133,126.651897,21994,인천광역시 연수구 컨벤시아대로 55,인천광역시 연수구 송도동 2-3,(032) 834-7275,https://blog.naver.com/vet810,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 숨 동물병원,반려동물업,반려의료,동물병원,경기도,수원시 권선구,권선동,,1022-7 번지,권선로,715,37.25872973,127.029633,16571,경기도 수원시 권선구 권선로 715,경기도 수원시 권선구 권선동 1022-7,(031) 548-2475,http://www.24soomamc.com/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 스마트동물병원,반려동물업,반려의료,동물병원,서울특별시,강남구,신사동,,587-13 번지,도산대로,213,37.52069647,127.029989,6026,서울특별시 강남구 도산대로 213,서울특별시 강남구 신사동 587-13,(02) 549-0275,https://blog.naver.com/smart7582,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 시유동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,용산구,이촌동,,302-88 번지,이촌로64길,24,37.52000492,126.969872,4427,서울특별시 용산구 이촌로64길 24,서울특별시 용산구 이촌동 302-88,(02) 793-0075,https://blog.naver.com/seeu_amc,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 신도림S동물의료센터,반려동물업,반려의료,동물병원,서울특별시,구로구,신도림동,,435-10 번지,경인로,619-3,37.50688385,126.884037,8210,서울특별시 구로구 경인로 619-3,서울특별시 구로구 신도림동 435-10,(026) 949-3575,https://blog.naver.com/ssah24,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 쓰담쓰담 동물메디컬 센터,반려동물업,반려의료,동물병원,경기도,용인시 기흥구,신갈동,,69-7 번지,중부대로,364,37.27125211,127.107475,17064,경기도 용인시 기흥구 중부대로 364,경기도 용인시 기흥구 신갈동 69-7,(031) 548-4480,http://instagram.com/ssdampet,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 아이동물메디컬센터,반려동물업,반려의료,동물병원,경기도,부천시,원종동,,229-8 번지,소사로,779,37.52567419,126.804557,14427,경기도 부천시 소사로 779,경기도 부천시 원종동 229-8,(032) 677-5262,http://www.24iamc.com/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 아프리카동물병원,반려동물업,반려의료,동물병원,경기도,안산시 단원구,초지동,,742-9 번지,원포공원2로,35,37.30174884,126.81352,15455,경기도 안산시 단원구 원포공원2로 35,경기도 안산시 단원구 초지동 742-9,(031) 486-7533,https://24aamc.com/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 안박동물병원,반려동물업,반려의료,동물병원,서울특별시,강서구,등촌동,,628-13 번지,양천로,510,37.56011704,126.856339,7548,서울특별시 강서구 양천로 510,서울특별시 강서구 등촌동 628-13,(023) 664-7511,,매주 일요일,월~토 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 애견미용,반려동물업,반려동물 서비스,미용,경기도,부천시,심곡본동,,796-11 번지,경인로,294,37.48254755,126.788203,14753,경기도 부천시 경인로 294,경기도 부천시 심곡본동 796-11,0,,연중무휴,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용 예약제,없음,20221130
24시 애니동물병원,반려동물업,반려의료,동물병원,서울특별시,성북구,보문동,,3-1 번지,보문로,99,37.58399292,127.019824,2872,서울특별시 성북구 보문로 99,서울특별시 성북구 보문동5가 3-1,(02) 926-8275,,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 양주 힐 동물의료센터,반려동물업,반려의료,동물병원,경기도,양주시,옥정동,,1036-7 번지,옥정동로7길,30,37.82121755,127.097614,11473,경기도 양주시 옥정동로7길 30,경기도 양주시 옥정동 1036-7,(031) 859-8275,https://blog.naver.com/24healamc,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 언제나 동물병원,반려동물업,반려의료,동물병원,광주광역시,북구,매곡동,,370-7 번지,하백로5번길,1,35.18788739,126.890426,61066,광주광역시 북구 하백로5번길 1,광주광역시 북구 매곡동 370-7,(062) 571-0011,https://alwaysamc.modoo.at/,매주 일요일,월~금 09:00~19:00 토 09:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 오케이 동물병원,반려동물업,반려의료,동물병원,인천광역시,연수구,송도동,,311 번지,랜드마크로,68,37.41511724,126.618222,22018,인천광역시 연수구 랜드마크로 68,인천광역시 연수구 송도동 311,(032) 832-7975,,연중무휴,매일 09:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 온누리동물메디컬센터,반려동물업,반려의료,동물병원,경기도,안산시 단원구,고잔동,,525-1 번지,광덕대로,251,37.31915777,126.829878,15358,경기도 안산시 단원구 광덕대로 251,경기도 안산시 단원구 고잔동 525-1,(031) 487-7500,http://www.24onnuri.com/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 와이즈 동물메디컬센터,반려동물업,반려의료,동물병원,경기도,하남시,덕풍동,,742 번지,덕풍동로,111-50,37.55205316,127.20862,12927,경기도 하남시 덕풍동로 111-50,경기도 하남시 덕풍동 742,(031) 791-8253,https://www.wiseamc.com,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 웰니스 동물 의료센터,반려동물업,반려의료,동물병원,경기도,부천시,중동,,1128 번지,부흥로303번길,62,37.49734229,126.775962,14582,경기도 부천시 부흥로303번길 62,경기도 부천시 중동 1128,(032) 201-7575,https://blog.naver.com/vetlove2000,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 위드유 동물의료센터,반려동물업,반려의료,동물병원,경기도,시흥시,은행동,,646 번지,은계번영길,1,37.4365607,126.801609,14922,경기도 시흥시 은계번영길 1,경기도 시흥시 은행동 646,(0507) 1353-4975,https://blog.naver.com/withuamc,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 위드힐동물메디컬센터,반려동물업,반려의료,동물병원,경기도,남양주시,별내동,,931 번지,두물로11번길,42,37.65823066,127.125068,12105,경기도 남양주시 두물로11번길 42,경기도 남양주시 별내동 931,(031) 523-3256,https://blog.naver.com/withhealamc,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 이지동물의료센터,반려동물업,반려의료,동물병원,경기도,부천시,역곡동,,49-5 번지,부일로,712,37.48483404,126.808916,14673,경기도 부천시 부일로 712,경기도 부천시 역곡동 49-5,(032) 348-7975,https://blog.naver.com/easyamc,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 인천동물병원 치료해주오,반려동물업,반려의료,동물병원,인천광역시,남동구,논현동,,637-2 번지,논현로46번길,22,37.40145862,126.7104,21655,인천광역시 남동구 논현로46번길 22,인천광역시 남동구 논현동 637-2,(0507) 1372-1432,http://juohospital.imweb.me/,연중무휴,매일 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 일산우리 동물의료센터,반려동물업,반려의료,동물병원,경기도,고양시 일산서구,주엽동,,115 번지,중앙로,1455,37.67090741,126.75853,10387,경기도 고양시 일산서구 중앙로 1455,경기도 고양시 일산서구 주엽동 115,(031) 913-5550,https://blog.naver.com/wooriamc24,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 좋은나라애견본부 고양점,반려동물업,반려동물 서비스,반려동물용품,경기도,고양시 덕양구,대장동,,292-1 번지,대주로,103,37.63636322,126.815095,10456,경기도 고양시 덕양구 대주로 103-10,경기도 고양시 덕양구 대장동 292-1,0,http://www.joeunpet.com/,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,무인,없음,20221130
24시 지구촌 동물메디컬 센터,반려동물업,반려의료,동물병원,서울특별시,구로구,구로동,,505-17 번지,구로중앙로31길,30,37.49878906,126.884786,8280,서울특별시 구로구 구로중앙로31길 30,서울특별시 구로구 구로동 505-17,(02) 869-7582,https://blog.naver.com/dr_jiguchon,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 청담우리 동물병원,반려동물업,반려의료,동물병원,서울특별시,강남구,삼성동,,70-6 번지,삼성로,614,37.51449135,127.052853,6085,서울특별시 강남구 삼성로 614,서울특별시 강남구 삼성동 70-6,(02) 541-7515,https://www.chungdamah.co.kr/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 청주 고려동물메디컬센터,반려동물업,반려의료,동물병원,충청북도,청주시 서원구,사직동,,597-35 번지,사직대로,256,36.63525381,127.475885,28651,충청북도 청주시 서원구 사직대로 256,충청북도 청주시 서원구 사직동 597-35,(0507) 1342-5678,https://vetgate.co.kr,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 청주이음동물의료센터,반려동물업,반려의료,동물병원,충청북도,청주시 흥덕구,비하동,,220-1 번지,2순환로,1112,36.63534918,127.423066,28363,충청북도 청주시 흥덕구 2순환로 1112,충청북도 청주시 흥덕구 비하동 220-1,(043) 715-3133,https://blog.naver.com/eumcamc,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 팔용feel동물병원,반려동물업,반려의료,동물병원,경상남도,창원시 의창구,팔용동,,42-36 번지,평산로,102,35.2521585,128.619969,51389,경상남도 창원시 의창구 평산로 102,경상남도 창원시 의창구 팔용동 42-36,(055) 255-1275,,매주 일요일 5월 5일 6월 6일 크리스마스,월~금 10:00~19:30 토 10:00~17:30 법정공휴일 10:00~17:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 폴 동물병원,반려동물업,반려의료,동물병원,경기도,성남시 분당구,정자동,,15-2 번지,성남대로,385,37.37056133,127.107512,13555,경기도 성남시 분당구 성남대로 385,경기도 성남시 분당구 정자동 15-2,(031) 717-7558,https://blog.naver.com/hwrat,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능 포유류 특수동물,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 휴동물의료센터,반려동물업,반려의료,동물병원,부산광역시,부산진구,전포동,,876-7 번지,동성로,152,35.16170934,129.062901,47241,부산광역시 부산진구 동성로 152,부산광역시 부산진구 전포동 876-7,(051) 819-6061,http://hueamc.com,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시 SNC 동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,강남구,역삼동,,727-8 번지,논현로,416,37.4974084,127.038878,6224,서울특별시 강남구 논현로 416,서울특별시 강남구 역삼동 727-8,(02) 562-7582,http://blog.naver.com/sncamc,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시간 대전동물메디컬센터 숲,반려동물업,반려의료,동물병원,대전광역시,유성구,봉명동,,664-3 번지,한밭대로492번길,08월 16일,36.35922621,127.352719,34184,대전광역시 유성구 한밭대로492번길 16-8,대전광역시 유성구 봉명동 664-3,(042) 826-7584,https://blog.naver.com/damc_soop,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
24시꿈동물병원,반려동물업,반려의료,동물병원,경기도,수원시 권선구,권선동,,941-5 번지,경수대로,411,37.26324679,127.024704,16570,경기도 수원시 권선구 경수대로 411,경기도 수원시 권선구 권선동 941-5,(031) 222-7617,https://blog.naver.com/dream24ah,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
